,precision,recall,f1-score,support
0,0.9976771196283392,0.9988372093023256,0.9982568274259151,1720.0
1,1.0,1.0,1.0,3981.0
2,1.0,1.0,1.0,4487.0
3,1.0,1.0,1.0,2823.0
4,0.9993120055039559,0.9986249570299072,0.9989683631361761,2909.0
accuracy,0.9996231155778894,0.9996231155778894,0.9996231155778894,0.9996231155778894
macro avg,0.999397825026459,0.9994924332664465,0.9994450381124181,15920.0
weighted avg,0.9996233209655623,0.9996231155778894,0.9996231602723435,15920.0
