,precision,recall,f1-score,support
0,0.9833926453143536,0.9811115319068359,0.9822507642361193,21124.0
1,1.0,1.0,1.0,8125.0
2,1.0,1.0,1.0,4487.0
3,1.0,1.0,1.0,9864.0
4,0.9603458556946929,0.9650454409267951,0.9626899128268991,10013.0
accuracy,0.9860295077686382,0.9860295077686382,0.9860295077686382,0.9860295077686382
macro avg,0.9887477002018092,0.9892313945667262,0.9889881354126036,53613.0
weighted avg,0.98605057155338,0.9860295077686382,0.9860384466614351,53613.0
