,precision,recall,f1-score,support
0,0.998546934030805,1.0,0.9992729387814454,3436.0
1,1.0,1.0,1.0,7959.0
2,1.0,1.0,1.0,4488.0
3,1.0,1.0,1.0,5646.0
4,1.0,0.9991341991341991,0.9995669120831528,5775.0
accuracy,0.9998168766481101,0.9998168766481101,0.9998168766481101,0.9998168766481101
macro avg,0.999709386806161,0.9998268398268397,0.9997679701729197,27304.0
weighted avg,0.9998171427384209,0.9998168766481101,0.9998169035647984,27304.0
