,precision,recall,f1-score,support
0,0.9988372093023256,1.0,0.9994182664339732,3436.0
1,1.0,1.0,1.0,7960.0
2,1.0,1.0,1.0,4487.0
3,1.0,1.0,1.0,5646.0
4,1.0,0.9993073593073593,0.9996535596743461,5775.0
accuracy,0.9998535013184882,0.9998535013184882,0.9998535013184882,0.9998535013184882
macro avg,0.9997674418604652,0.9998614718614718,0.9998143652216639,27304.0
weighted avg,0.9998536716657922,0.9998535013184882,0.9998535185535629,27304.0
