,precision,recall,f1-score,support
0,0.9994145199063232,0.9924418604651163,0.9959159859976663,1720.0
1,1.0,1.0,1.0,3981.0
2,0.9973327406090242,1.0,0.9986645893612286,4487.0
3,1.0,1.0,1.0,2823.0
4,0.9962186318322448,0.9962186318322448,0.9962186318322448,2909.0
accuracy,0.9984924623115577,0.9984924623115577,0.9984924623115577,0.9984924623115577
macro avg,0.9985931784695184,0.9977320984594723,0.998159841438228,15920.0
weighted avg,0.9984940314919326,0.9984924623115577,0.9984914264057674,15920.0
