,precision,recall,f1-score,support
0,0.9976744186046511,0.9976744186046511,0.9976744186046511,1720.0
1,1.0,1.0,1.0,3981.0
2,0.9991093297706524,1.0,0.9995544664736021,4487.0
3,1.0,1.0,1.0,2823.0
4,1.0,0.9986249570299072,0.9993120055039559,2909.0
accuracy,0.9994974874371859,0.9994974874371859,0.9994974874371859,0.9994974874371859
macro avg,0.9993567496750607,0.9992598751269117,0.9993081781164419,15920.0
weighted avg,0.9994977112236757,0.9994974874371859,0.9994974569772652,15920.0
