,precision,recall,f1-score,support
0,0.9078916260816114,0.908923076923077,0.9084070587122108,21125.0
1,0.9997538764459759,1.0,0.9998769230769231,8124.0
2,1.0,0.999554367201426,0.9997771339425006,4488.0
3,1.0,1.0,1.0,9864.0
4,0.8073881269396336,0.80545291121542,0.8064193580641936,10013.0
accuracy,0.9277427537583467,0.9277427537583467,0.9277427537583467,0.9277427537583467
macro avg,0.9430067258934441,0.9427860710679846,0.9428960947591657,53614.0
weighted avg,0.9276977731239545,0.9277427537583467,0.9277199247920895,53614.0
