,precision,recall,f1-score,support
0,0.8642900723437636,0.9388373414126112,0.9000226911731336,21124.0
1,1.0,1.0,1.0,8125.0
2,1.0,1.0,1.0,4487.0
3,1.0,1.0,1.0,9865.0
4,0.8422466422466423,0.6889732321214542,0.7579386880562575,10012.0
accuracy,0.91781843955757,0.91781843955757,0.91781843955757,0.91781843955757
macro avg,0.941307342918081,0.9255621147068132,0.9315922758458782,53613.0
weighted avg,0.917069309129559,0.91781843955757,0.9154041272295997,53613.0
