,precision,recall,f1-score,support
0,0.7002486325211338,0.9999526604809695,0.8236853906295697,21124.0
1,0.999876938222988,1.0,0.9999384653252108,8125.0
2,1.0,1.0,1.0,4487.0
3,1.0,1.0,1.0,9864.0
4,1.0,0.09697393388594827,0.17680262199563002,10013.0
accuracy,0.8313282226325704,0.8313282226325704,0.8313282226325704,0.8313282226325704
macro avg,0.9400251141488244,0.8193853188733835,0.8000852955900821,53613.0
weighted avg,0.8818766388084645,0.8313282226325704,0.7767771786034844,53613.0
