,precision,recall,f1-score,support
0,0.9988368711834835,0.9994180971777713,0.9991273996509599,3437.0
1,1.0,1.0,1.0,7959.0
2,1.0,1.0,1.0,4487.0
3,1.0,1.0,1.0,5647.0
4,0.9996534996534997,0.9993072393488049,0.9994803395115192,5774.0
accuracy,0.9997802519777322,0.9997802519777322,0.9997802519777322,0.9997802519777322
macro avg,0.9996980741673965,0.9997450673053152,0.9997215478324959,27304.0
weighted avg,0.9997803117952292,0.9997802519777322,0.9997802649040384,27304.0
