,precision,recall,f1-score,support
0,0.9985362997658079,0.992435263311027,0.9954764336786809,3437.0
1,1.0,1.0,1.0,7959.0
2,0.999777183600713,1.0,0.9998885793871867,4487.0
3,1.0,1.0,1.0,5647.0
4,0.9956859361518551,0.9991341991341991,0.9974070872947277,5775.0
accuracy,0.998864676799121,0.998864676799121,0.998864676799121,0.998864676799121
macro avg,0.9987998839036752,0.9983138924890452,0.998554420072119,27305.0
weighted avg,0.9988667191499156,0.998864676799121,0.9988638889357622,27305.0
